customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Avg_Order_Value,Purchase_Frequency,Churn_Rate,Customer_Lifespan,CLV
247,35,7,14991,4,5,3,12,Loyal Customer,2141.5714285714284,0.014314928425357873,0.02857142857142857,35.0,524685.0
249,19,5,12623,5,4,3,12,Loyal Customer,2524.6,0.010224948875255624,0.05263157894736842,19.0,239837.0
250,2,5,19326,5,4,4,13,VIP Customer,3865.2,0.010224948875255624,0.5,2.0,38652.0
251,249,3,94790,1,2,5,8,Potential Customer,31596.666666666668,0.006134969325153374,0.004016064257028112,249.00000000000003,23602710.0
252,46,7,112932,4,5,5,14,VIP Customer,16133.142857142857,0.014314928425357873,0.021739130434782608,46.0,5194872.0
253,41,6,33916,4,4,4,12,Loyal Customer,5652.666666666667,0.012269938650306749,0.024390243902439025,41.0,1390556.0
254,52,5,26029,3,4,4,11,Loyal Customer,5205.8,0.010224948875255624,0.019230769230769232,52.0,1353508.0
255,23,4,11439,4,3,3,10,Loyal Customer,2859.75,0.0081799591002045,0.043478260869565216,23.0,263097.0
256,265,3,10255,1,2,2,5,At Risk Customer,3418.3333333333335,0.006134969325153374,0.0037735849056603774,265.0,2717575.0
257,58,6,13807,3,4,3,10,Loyal Customer,2301.1666666666665,0.012269938650306749,0.017241379310344827,58.0,800806.0
258,42,2,2368,4,1,1,6,At Risk Customer,1184.0,0.00408997955010225,0.023809523809523808,42.0,99456.0
259,84,6,105045,2,5,5,12,Loyal Customer,17507.5,0.012269938650306749,0.011904761904761904,84.0,8823780.0
260,246,2,100309,1,1,5,7,Potential Customer,50154.5,0.00408997955010225,0.0040650406504065045,245.99999999999997,24676014.0
261,128,4,11439,2,3,3,8,Potential Customer,2859.75,0.0081799591002045,0.0078125,128.0,1464192.0
262,206,2,2368,1,1,1,3,Lost Customer,1184.0,0.00408997955010225,0.0048543689320388345,206.00000000000003,487808.0
263,77,2,2368,3,1,1,5,At Risk Customer,1184.0,0.00408997955010225,0.012987012987012988,77.0,182336.0
264,4,9,24062,5,5,4,14,VIP Customer,2673.5555555555557,0.018404907975460124,0.25,4.0,96248.0
265,140,3,3552,2,2,1,5,At Risk Customer,1184.0,0.006134969325153374,0.007142857142857143,140.0,497280.0
266,201,2,15774,1,1,3,5,At Risk Customer,7887.0,0.00408997955010225,0.004975124378109453,201.0,3170574.0
267,9,5,19326,5,4,4,13,VIP Customer,3865.2,0.010224948875255624,0.1111111111111111,9.0,173934.0
268,59,7,14991,3,5,3,11,Loyal Customer,2141.5714285714284,0.014314928425357873,0.01694915254237288,59.0,884469.0
269,247,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.004048582995951417,247.0,292448.0
270,148,3,10255,2,2,2,6,At Risk Customer,3418.3333333333335,0.006134969325153374,0.006756756756756757,148.0,1517740.0
271,178,4,102677,1,3,5,9,Potential Customer,25669.25,0.0081799591002045,0.0056179775280898875,178.0,18276506.0
272,264,2,2368,1,1,1,3,Lost Customer,1184.0,0.00408997955010225,0.003787878787878788,264.0,625152.0
273,34,6,7104,4,5,2,11,Loyal Customer,1184.0,0.012269938650306749,0.029411764705882353,34.0,241536.0
274,47,2,2368,4,1,1,6,At Risk Customer,1184.0,0.00408997955010225,0.02127659574468085,47.0,111296.0
275,1,4,102677,5,3,5,13,VIP Customer,25669.25,0.0081799591002045,1.0,1.0,102677.0
277,16,6,27213,5,5,4,14,VIP Customer,4535.5,0.012269938650306749,0.0625,16.0,435408.0
278,27,2,2368,4,2,1,7,Potential Customer,1184.0,0.00408997955010225,0.037037037037037035,27.0,63936.0
279,62,2,2368,3,2,1,6,At Risk Customer,1184.0,0.00408997955010225,0.016129032258064516,62.0,146816.0
280,11,6,13807,5,5,3,13,VIP Customer,2301.1666666666665,0.012269938650306749,0.09090909090909091,11.0,151877.0
281,135,3,3552,2,2,1,5,At Risk Customer,1184.0,0.006134969325153374,0.007407407407407408,135.0,479520.0
282,45,6,7104,4,5,2,11,Loyal Customer,1184.0,0.012269938650306749,0.022222222222222223,45.0,319680.0
283,52,6,13807,3,5,3,11,Loyal Customer,2301.1666666666665,0.012269938650306749,0.019230769230769232,52.0,717964.0
284,88,4,11439,2,3,3,8,Potential Customer,2859.75,0.0081799591002045,0.011363636363636364,88.0,1006632.0
285,4,6,20510,5,5,4,14,VIP Customer,3418.3333333333335,0.012269938650306749,0.25,4.0,82040.0
286,2,7,106229,5,5,5,15,VIP Customer,15175.57142857143,0.014314928425357873,0.5,2.0,212458.0
287,155,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.0064516129032258064,155.0,367040.0
288,41,8,16175,4,5,3,12,Loyal Customer,2021.875,0.016359918200409,0.024390243902439025,41.0,663175.0
289,12,8,107413,5,5,5,15,VIP Customer,13426.625,0.016359918200409,0.08333333333333333,12.0,1288956.0
290,197,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.005076142131979695,197.00000000000003,466496.0
291,25,4,4736,4,3,2,9,Potential Customer,1184.0,0.0081799591002045,0.04,25.0,118400.0
292,3,4,11439,5,3,3,11,Loyal Customer,2859.75,0.0081799591002045,0.3333333333333333,3.0,34317.0
293,13,5,19326,5,4,4,13,VIP Customer,3865.2,0.010224948875255624,0.07692307692307693,13.0,251238.0
294,23,6,20510,4,5,4,13,VIP Customer,3418.3333333333335,0.012269938650306749,0.043478260869565216,23.0,471730.0
295,63,3,16958,3,2,4,9,Potential Customer,5652.666666666667,0.006134969325153374,0.015873015873015872,63.0,1068354.0
296,140,6,13807,2,5,3,10,Loyal Customer,2301.1666666666665,0.012269938650306749,0.007142857142857143,140.0,1932980.0
297,235,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.00425531914893617,235.0,278240.0
298,364,1,7887,1,1,2,4,At Risk Customer,7887.0,0.002044989775051125,0.0027472527472527475,364.0,2870868.0
299,146,2,93606,2,2,5,9,Potential Customer,46803.0,0.00408997955010225,0.00684931506849315,146.0,13666476.0
300,7,2,9071,5,2,2,9,Potential Customer,4535.5,0.00408997955010225,0.14285714285714285,7.0,63497.0
301,2,3,10255,5,2,2,9,Potential Customer,3418.3333333333335,0.006134969325153374,0.5,2.0,20510.0
302,54,5,19326,3,4,4,11,Loyal Customer,3865.2,0.010224948875255624,0.018518518518518517,54.0,1043604.0
303,2,8,36284,5,5,4,14,VIP Customer,4535.5,0.016359918200409,0.5,2.0,72568.0
304,183,5,103861,1,4,5,10,Loyal Customer,20772.2,0.010224948875255624,0.00546448087431694,183.0,19006563.0
305,91,5,26029,2,4,4,10,Loyal Customer,5205.8,0.010224948875255624,0.01098901098901099,91.0,2368639.0
306,16,3,3552,5,2,1,8,Potential Customer,1184.0,0.006134969325153374,0.0625,16.0,56832.0
307,108,3,3552,2,2,1,5,At Risk Customer,1184.0,0.006134969325153374,0.009259259259259259,108.0,383616.0
308,99,3,10255,2,2,2,6,At Risk Customer,3418.3333333333335,0.006134969325153374,0.010101010101010102,98.99999999999999,1015245.0
309,95,4,11439,2,3,3,8,Potential Customer,2859.75,0.0081799591002045,0.010526315789473684,95.0,1086705.0
310,65,4,18142,3,3,4,10,Loyal Customer,4535.5,0.0081799591002045,0.015384615384615385,65.0,1179230.0
311,3,5,5920,5,4,2,11,Loyal Customer,1184.0,0.010224948875255624,0.3333333333333333,3.0,17760.0
312,2,4,18142,5,3,4,12,Loyal Customer,4535.5,0.0081799591002045,0.5,2.0,36284.0
313,28,6,13807,4,5,3,12,Loyal Customer,2301.1666666666665,0.012269938650306749,0.03571428571428571,28.0,386596.0
314,48,3,3552,4,2,1,7,Potential Customer,1184.0,0.006134969325153374,0.020833333333333332,48.0,170496.0
315,86,4,4736,2,3,2,7,Potential Customer,1184.0,0.0081799591002045,0.011627906976744186,86.0,407296.0
316,61,5,5920,3,4,2,9,Potential Customer,1184.0,0.010224948875255624,0.01639344262295082,61.0,361120.0
317,116,4,11439,2,3,3,8,Potential Customer,2859.75,0.0081799591002045,0.008620689655172414,116.0,1326924.0
318,104,7,112932,2,5,5,12,Loyal Customer,16133.142857142857,0.014314928425357873,0.009615384615384616,104.0,11744928.0
319,30,5,26029,4,4,4,12,Loyal Customer,5205.8,0.010224948875255624,0.03333333333333333,30.0,780870.0
320,52,5,19326,3,4,4,11,Loyal Customer,3865.2,0.010224948875255624,0.019230769230769232,52.0,1004952.0
321,165,4,4736,1,3,2,6,At Risk Customer,1184.0,0.0081799591002045,0.006060606060606061,165.0,781440.0
322,168,3,16958,1,2,4,7,Potential Customer,5652.666666666667,0.006134969325153374,0.005952380952380952,168.0,2848944.0
323,135,4,11439,2,3,3,8,Potential Customer,2859.75,0.0081799591002045,0.007407407407407408,135.0,1544265.0
324,13,4,95974,5,3,5,13,VIP Customer,23993.5,0.0081799591002045,0.07692307692307693,13.0,1247662.0
325,93,3,3552,2,2,1,5,At Risk Customer,1184.0,0.006134969325153374,0.010752688172043012,92.99999999999999,330336.0
326,19,5,12623,5,4,3,12,Loyal Customer,2524.6,0.010224948875255624,0.05263157894736842,19.0,239837.0
327,1,4,4736,5,3,2,10,Loyal Customer,1184.0,0.0081799591002045,1.0,1.0,4736.0
328,34,6,98342,4,5,5,14,VIP Customer,16390.333333333332,0.012269938650306749,0.029411764705882353,34.0,3343628.0
329,168,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.005952380952380952,168.0,397824.0
330,78,7,8288,3,5,2,10,Loyal Customer,1184.0,0.014314928425357873,0.01282051282051282,78.0,646464.0
331,108,4,11439,2,3,3,8,Potential Customer,2859.75,0.0081799591002045,0.009259259259259259,108.0,1235412.0
332,50,1,7887,4,1,2,7,Potential Customer,7887.0,0.002044989775051125,0.02,50.0,394350.0
333,50,1,1184,4,1,1,6,At Risk Customer,1184.0,0.002044989775051125,0.02,50.0,59200.0
334,188,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.005319148936170213,188.0,222592.0
335,29,5,19326,4,4,4,12,Loyal Customer,3865.2,0.010224948875255624,0.034482758620689655,29.0,560454.0
336,252,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.003968253968253968,252.0,596736.0
337,6,4,18142,5,3,4,12,Loyal Customer,4535.5,0.0081799591002045,0.16666666666666666,6.0,108852.0
338,261,4,102677,1,3,5,9,Potential Customer,25669.25,0.0081799591002045,0.0038314176245210726,261.0,26798697.0
339,121,4,95974,2,3,5,10,Loyal Customer,23993.5,0.0081799591002045,0.008264462809917356,121.0,11612854.0
340,19,5,12623,5,4,3,12,Loyal Customer,2524.6,0.010224948875255624,0.05263157894736842,19.0,239837.0
341,38,4,95974,4,3,5,12,Loyal Customer,23993.5,0.0081799591002045,0.02631578947368421,38.0,3647012.0
342,56,9,297776,3,5,5,13,VIP Customer,33086.22222222222,0.018404907975460124,0.017857142857142856,56.0,16675456.0
343,92,1,1184,2,1,1,4,At Risk Customer,1184.0,0.002044989775051125,0.010869565217391304,92.0,108928.0
344,115,3,16958,2,2,4,8,Potential Customer,5652.666666666667,0.006134969325153374,0.008695652173913044,115.0,1950170.0
345,94,2,2368,2,2,1,5,At Risk Customer,1184.0,0.00408997955010225,0.010638297872340425,94.0,222592.0
346,64,9,24062,3,5,4,12,Loyal Customer,2673.5555555555557,0.018404907975460124,0.015625,64.0,1539968.0
347,72,2,2368,3,2,1,6,At Risk Customer,1184.0,0.00408997955010225,0.013888888888888888,72.0,170496.0
348,17,4,4736,5,3,2,10,Loyal Customer,1184.0,0.0081799591002045,0.058823529411764705,17.0,80512.0
349,1,7,21694,5,5,4,14,VIP Customer,3099.1428571428573,0.014314928425357873,1.0,1.0,21694.0
350,8,4,4736,5,3,2,10,Loyal Customer,1184.0,0.0081799591002045,0.125,8.0,37888.0
351,110,2,9071,2,2,2,6,At Risk Customer,4535.5,0.00408997955010225,0.00909090909090909,110.0,997810.0
352,77,3,16958,3,2,4,9,Potential Customer,5652.666666666667,0.006134969325153374,0.012987012987012988,77.0,1305766.0
353,25,2,2368,4,2,1,7,Potential Customer,1184.0,0.00408997955010225,0.04,25.0,59200.0
354,331,2,9071,1,2,2,5,At Risk Customer,4535.5,0.00408997955010225,0.0030211480362537764,331.0,3002501.0
355,180,5,19326,1,4,4,9,Potential Customer,3865.2,0.010224948875255624,0.005555555555555556,180.0,3478680.0
356,189,3,101493,1,2,5,8,Potential Customer,33831.0,0.006134969325153374,0.005291005291005291,189.0,19182177.0
357,21,3,3552,5,2,1,8,Potential Customer,1184.0,0.006134969325153374,0.047619047619047616,21.0,74592.0
358,225,2,9071,1,2,2,5,At Risk Customer,4535.5,0.00408997955010225,0.0044444444444444444,225.0,2040975.0
359,239,4,11439,1,3,3,7,Potential Customer,2859.75,0.0081799591002045,0.0041841004184100415,239.00000000000003,2733921.0
360,62,8,36284,3,5,4,12,Loyal Customer,4535.5,0.016359918200409,0.016129032258064516,62.0,2249608.0
361,104,4,102677,2,3,5,10,Loyal Customer,25669.25,0.0081799591002045,0.009615384615384616,104.0,10678408.0
362,253,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.003952569169960474,253.00000000000003,299552.0
363,16,3,10255,5,2,2,9,Potential Customer,3418.3333333333335,0.006134969325153374,0.0625,16.0,164080.0
364,53,4,4736,3,3,2,8,Potential Customer,1184.0,0.0081799591002045,0.018867924528301886,53.0,251008.0
365,18,9,206538,5,5,5,15,VIP Customer,22948.666666666668,0.018404907975460124,0.05555555555555555,18.0,3717684.0
366,98,3,10255,2,2,2,6,At Risk Customer,3418.3333333333335,0.006134969325153374,0.01020408163265306,98.00000000000001,1004990.0
367,43,4,95974,4,3,5,12,Loyal Customer,23993.5,0.0081799591002045,0.023255813953488372,43.0,4126882.0
368,103,1,7887,2,1,2,5,At Risk Customer,7887.0,0.002044989775051125,0.009708737864077669,103.00000000000001,812361.0
369,107,7,197467,2,5,5,12,Loyal Customer,28209.571428571428,0.014314928425357873,0.009345794392523364,107.00000000000001,21128969.0
370,148,3,16958,2,2,4,8,Potential Customer,5652.666666666667,0.006134969325153374,0.006756756756756757,148.0,2509784.0
371,84,10,123187,2,5,5,12,Loyal Customer,12318.7,0.02044989775051125,0.011904761904761904,84.0,10347708.0
372,14,3,10255,5,2,2,9,Potential Customer,3418.3333333333335,0.006134969325153374,0.07142857142857142,14.0,143570.0
373,42,7,21694,4,5,4,13,VIP Customer,3099.1428571428573,0.014314928425357873,0.023809523809523808,42.0,911148.0
374,9,6,111748,5,5,5,15,VIP Customer,18624.666666666668,0.012269938650306749,0.1111111111111111,9.0,1005732.0
375,123,1,1184,2,1,1,4,At Risk Customer,1184.0,0.002044989775051125,0.008130081300813009,122.99999999999999,145632.0
376,85,3,3552,2,2,1,5,At Risk Customer,1184.0,0.006134969325153374,0.011764705882352941,85.0,301920.0
377,174,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.005747126436781609,174.0,412032.0
378,284,2,9071,1,2,2,5,At Risk Customer,4535.5,0.00408997955010225,0.0035211267605633804,284.0,2576164.0
379,39,5,5920,4,4,2,10,Loyal Customer,1184.0,0.010224948875255624,0.02564102564102564,39.0,230880.0
380,75,5,5920,3,4,2,9,Potential Customer,1184.0,0.010224948875255624,0.013333333333333334,75.0,444000.0
381,148,1,1184,2,1,1,4,At Risk Customer,1184.0,0.002044989775051125,0.006756756756756757,148.0,175232.0
382,69,1,7887,3,1,2,6,At Risk Customer,7887.0,0.002044989775051125,0.014492753623188406,69.0,544203.0
383,55,1,1184,3,1,1,5,At Risk Customer,1184.0,0.002044989775051125,0.01818181818181818,55.0,65120.0
384,59,4,18142,3,3,4,10,Loyal Customer,4535.5,0.0081799591002045,0.01694915254237288,59.0,1070378.0
385,11,7,28397,5,5,4,14,VIP Customer,4056.714285714286,0.014314928425357873,0.09090909090909091,11.0,312367.0
386,9,9,24062,5,5,4,14,VIP Customer,2673.5555555555557,0.018404907975460124,0.1111111111111111,9.0,216558.0
387,50,3,10255,4,2,2,8,Potential Customer,3418.3333333333335,0.006134969325153374,0.02,50.0,512750.0
388,64,6,20510,3,5,4,12,Loyal Customer,3418.3333333333335,0.012269938650306749,0.015625,64.0,1312640.0
389,297,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.003367003367003367,297.0,351648.0
390,263,3,3552,1,3,1,5,At Risk Customer,1184.0,0.006134969325153374,0.0038022813688212928,263.0,934176.0
391,90,6,13807,2,5,3,10,Loyal Customer,2301.1666666666665,0.012269938650306749,0.011111111111111112,90.0,1242630.0
392,65,3,10255,3,3,2,8,Potential Customer,3418.3333333333335,0.006134969325153374,0.015384615384615385,65.0,666575.0
393,2,6,13807,5,5,3,13,VIP Customer,2301.1666666666665,0.012269938650306749,0.5,2.0,27614.0
394,64,4,11439,3,3,3,9,Potential Customer,2859.75,0.0081799591002045,0.015625,64.0,732096.0
395,200,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.005,200.0,236800.0
396,13,6,105045,5,5,5,15,VIP Customer,17507.5,0.012269938650306749,0.07692307692307693,13.0,1365585.0
397,43,4,11439,4,3,3,10,Loyal Customer,2859.75,0.0081799591002045,0.023255813953488372,43.0,491877.0
398,66,5,19326,3,4,4,11,Loyal Customer,3865.2,0.010224948875255624,0.015151515151515152,66.0,1275516.0
399,41,2,9071,4,2,2,8,Potential Customer,4535.5,0.00408997955010225,0.024390243902439025,41.0,371911.0
400,78,4,11439,3,3,3,9,Potential Customer,2859.75,0.0081799591002045,0.01282051282051282,78.0,892242.0
401,1,7,14991,5,5,3,13,VIP Customer,2141.5714285714284,0.014314928425357873,1.0,1.0,14991.0
402,77,5,12623,3,4,3,10,Loyal Customer,2524.6,0.010224948875255624,0.012987012987012988,77.0,971971.0
403,83,5,26029,2,4,4,10,Loyal Customer,5205.8,0.010224948875255624,0.012048192771084338,83.0,2160407.0
404,78,3,10255,3,3,2,8,Potential Customer,3418.3333333333335,0.006134969325153374,0.01282051282051282,78.0,799890.0
405,28,3,10255,4,3,2,9,Potential Customer,3418.3333333333335,0.006134969325153374,0.03571428571428571,28.0,287140.0
406,53,2,9071,3,2,2,7,Potential Customer,4535.5,0.00408997955010225,0.018867924528301886,53.0,480763.0
407,24,7,14991,4,5,3,12,Loyal Customer,2141.5714285714284,0.014314928425357873,0.041666666666666664,24.0,359784.0
408,18,6,20510,5,5,4,14,VIP Customer,3418.3333333333335,0.012269938650306749,0.05555555555555555,18.0,369180.0
409,145,3,10255,2,3,2,7,Potential Customer,3418.3333333333335,0.006134969325153374,0.006896551724137931,145.0,1486975.0
410,77,6,13807,3,5,3,11,Loyal Customer,2301.1666666666665,0.012269938650306749,0.012987012987012988,77.0,1063139.0
411,30,6,111748,4,5,5,14,VIP Customer,18624.666666666668,0.012269938650306749,0.03333333333333333,30.0,3352440.0
413,280,3,94790,1,3,5,9,Potential Customer,31596.666666666668,0.006134969325153374,0.0035714285714285713,280.0,26541200.0
414,97,1,7887,2,1,2,5,At Risk Customer,7887.0,0.002044989775051125,0.010309278350515464,97.0,765039.0
415,30,3,10255,4,3,2,9,Potential Customer,3418.3333333333335,0.006134969325153374,0.03333333333333333,30.0,307650.0
416,48,2,9071,4,2,2,8,Potential Customer,4535.5,0.00408997955010225,0.020833333333333332,48.0,435408.0
417,5,7,14991,5,5,3,13,VIP Customer,2141.5714285714284,0.014314928425357873,0.2,5.0,74955.0
418,63,5,19326,3,4,4,11,Loyal Customer,3865.2,0.010224948875255624,0.015873015873015872,63.0,1217538.0
419,48,2,9071,4,2,2,8,Potential Customer,4535.5,0.00408997955010225,0.020833333333333332,48.0,435408.0
420,53,7,14991,3,5,3,11,Loyal Customer,2141.5714285714284,0.014314928425357873,0.018867924528301886,53.0,794523.0
422,13,7,197467,5,5,5,15,VIP Customer,28209.571428571428,0.014314928425357873,0.07692307692307693,13.0,2567071.0
423,114,3,10255,2,3,2,7,Potential Customer,3418.3333333333335,0.006134969325153374,0.008771929824561403,114.0,1169070.0
424,76,5,19326,3,4,4,11,Loyal Customer,3865.2,0.010224948875255624,0.013157894736842105,76.0,1468776.0
425,207,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.004830917874396135,207.0,490176.0
427,220,3,10255,1,3,2,6,At Risk Customer,3418.3333333333335,0.006134969325153374,0.004545454545454545,220.0,2256100.0
428,48,2,9071,4,2,2,8,Potential Customer,4535.5,0.00408997955010225,0.020833333333333332,48.0,435408.0
429,246,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.0040650406504065045,245.99999999999997,291264.0
431,63,4,11439,3,3,3,9,Potential Customer,2859.75,0.0081799591002045,0.015873015873015872,63.0,720657.0
432,84,2,9071,2,2,2,6,At Risk Customer,4535.5,0.00408997955010225,0.011904761904761904,84.0,761964.0
433,83,1,1184,2,1,1,4,At Risk Customer,1184.0,0.002044989775051125,0.012048192771084338,83.0,98272.0
434,170,4,24845,1,3,4,8,Potential Customer,6211.25,0.0081799591002045,0.0058823529411764705,170.0,4223650.0
435,16,10,109781,5,5,5,15,VIP Customer,10978.1,0.02044989775051125,0.0625,16.0,1756496.0
436,154,4,18142,1,3,4,8,Potential Customer,4535.5,0.0081799591002045,0.006493506493506494,154.0,2793868.0
437,170,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.0058823529411764705,170.0,402560.0
438,87,3,3552,2,3,1,6,At Risk Customer,1184.0,0.006134969325153374,0.011494252873563218,87.0,309024.0
439,77,3,108196,3,3,5,11,Loyal Customer,36065.333333333336,0.006134969325153374,0.012987012987012988,77.0,8331092.0
440,160,3,3552,1,3,1,5,At Risk Customer,1184.0,0.006134969325153374,0.00625,160.0,568320.0
441,56,7,14991,3,5,3,11,Loyal Customer,2141.5714285714284,0.014314928425357873,0.017857142857142856,56.0,839496.0
442,126,4,18142,2,3,4,9,Potential Customer,4535.5,0.0081799591002045,0.007936507936507936,126.0,2285892.0
443,28,7,8288,4,5,2,11,Loyal Customer,1184.0,0.014314928425357873,0.03571428571428571,28.0,232064.0
444,3,4,11439,5,4,3,12,Loyal Customer,2859.75,0.0081799591002045,0.3333333333333333,3.0,34317.0
445,78,5,103861,3,4,5,12,Loyal Customer,20772.2,0.010224948875255624,0.01282051282051282,78.0,8101158.0
446,28,10,38652,4,5,5,14,VIP Customer,3865.2,0.02044989775051125,0.03571428571428571,28.0,1082256.0
447,41,4,11439,4,4,3,11,Loyal Customer,2859.75,0.0081799591002045,0.024390243902439025,41.0,468999.0
448,89,2,2368,2,2,1,5,At Risk Customer,1184.0,0.00408997955010225,0.011235955056179775,89.0,210752.0
449,23,3,3552,4,3,1,8,Potential Customer,1184.0,0.006134969325153374,0.043478260869565216,23.0,81696.0
450,58,6,105045,3,5,5,13,VIP Customer,17507.5,0.012269938650306749,0.017241379310344827,58.0,6092610.0
451,237,3,3552,1,3,1,5,At Risk Customer,1184.0,0.006134969325153374,0.004219409282700422,237.00000000000003,841824.0
452,106,1,7887,2,1,2,5,At Risk Customer,7887.0,0.002044989775051125,0.009433962264150943,106.0,836022.0
453,256,3,3552,1,3,1,5,At Risk Customer,1184.0,0.006134969325153374,0.00390625,256.0,909312.0
454,249,1,92422,1,1,5,7,Potential Customer,92422.0,0.002044989775051125,0.004016064257028112,249.00000000000003,23013078.0
455,17,5,12623,5,4,3,12,Loyal Customer,2524.6,0.010224948875255624,0.058823529411764705,17.0,214591.0
456,139,6,27213,2,5,4,11,Loyal Customer,4535.5,0.012269938650306749,0.007194244604316547,139.0,3782607.0
457,16,3,10255,5,3,2,10,Loyal Customer,3418.3333333333335,0.006134969325153374,0.0625,16.0,164080.0
458,134,3,16958,2,3,4,9,Potential Customer,5652.666666666667,0.006134969325153374,0.007462686567164179,134.0,2272372.0
459,93,6,105045,2,5,5,12,Loyal Customer,17507.5,0.012269938650306749,0.010752688172043012,92.99999999999999,9769185.0
460,5,5,19326,5,4,4,13,VIP Customer,3865.2,0.010224948875255624,0.2,5.0,96630.0
461,115,5,19326,2,4,4,10,Loyal Customer,3865.2,0.010224948875255624,0.008695652173913044,115.0,2222490.0
462,10,5,12623,5,4,3,12,Loyal Customer,2524.6,0.010224948875255624,0.1,10.0,126230.0
463,81,1,1184,2,1,1,4,At Risk Customer,1184.0,0.002044989775051125,0.012345679012345678,81.0,95904.0
464,157,3,10255,1,3,2,6,At Risk Customer,3418.3333333333335,0.006134969325153374,0.006369426751592357,157.0,1610035.0
465,175,1,7887,1,1,2,4,At Risk Customer,7887.0,0.002044989775051125,0.005714285714285714,175.0,1380225.0
466,92,4,4736,2,4,2,8,Potential Customer,1184.0,0.0081799591002045,0.010869565217391304,92.0,435712.0
467,2,3,3552,5,3,1,9,Potential Customer,1184.0,0.006134969325153374,0.5,2.0,7104.0
468,7,1,1184,5,1,1,7,Potential Customer,1184.0,0.002044989775051125,0.14285714285714285,7.0,8288.0
469,23,7,14991,4,5,3,12,Loyal Customer,2141.5714285714284,0.014314928425357873,0.043478260869565216,23.0,344793.0
470,137,3,3552,2,3,1,6,At Risk Customer,1184.0,0.006134969325153374,0.0072992700729927005,137.0,486624.0
471,12,7,21694,5,5,4,14,VIP Customer,3099.1428571428573,0.014314928425357873,0.08333333333333333,12.0,260328.0
472,37,5,19326,4,4,4,12,Loyal Customer,3865.2,0.010224948875255624,0.02702702702702703,37.0,715062.0
473,106,5,5920,2,4,2,8,Potential Customer,1184.0,0.010224948875255624,0.009433962264150943,106.0,627520.0
474,46,5,103861,4,4,5,13,VIP Customer,20772.2,0.010224948875255624,0.021739130434782608,46.0,4777606.0
475,32,4,95974,4,4,5,13,VIP Customer,23993.5,0.0081799591002045,0.03125,32.0,3071168.0
476,22,9,24062,4,5,4,13,VIP Customer,2673.5555555555557,0.018404907975460124,0.045454545454545456,22.0,529364.0
477,49,5,5920,4,4,2,10,Loyal Customer,1184.0,0.010224948875255624,0.02040816326530612,49.00000000000001,290080.0
478,13,6,105045,5,5,5,15,VIP Customer,17507.5,0.012269938650306749,0.07692307692307693,13.0,1365585.0
479,244,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.004098360655737705,244.0,288896.0
480,209,1,1184,1,1,1,3,Lost Customer,1184.0,0.002044989775051125,0.004784688995215311,209.0,247456.0
481,6,7,204170,5,5,5,15,VIP Customer,29167.14285714286,0.014314928425357873,0.16666666666666666,6.0,1225020.0
482,29,2,2368,4,2,1,7,Potential Customer,1184.0,0.00408997955010225,0.034482758620689655,29.0,68672.0
483,28,2,2368,4,2,1,7,Potential Customer,1184.0,0.00408997955010225,0.03571428571428571,28.0,66304.0
484,50,3,10255,4,3,2,9,Potential Customer,3418.3333333333335,0.006134969325153374,0.02,50.0,512750.0
485,82,8,29581,2,5,4,11,Loyal Customer,3697.625,0.016359918200409,0.012195121951219513,82.0,2425642.0
486,239,2,93606,1,2,5,8,Potential Customer,46803.0,0.00408997955010225,0.0041841004184100415,239.00000000000003,22371834.0
487,264,2,2368,1,2,1,4,At Risk Customer,1184.0,0.00408997955010225,0.003787878787878788,264.0,625152.0
488,289,2,9071,1,2,2,5,At Risk Customer,4535.5,0.00408997955010225,0.0034602076124567475,289.0,2621519.0
489,152,2,9071,1,2,2,5,At Risk Customer,4535.5,0.00408997955010225,0.006578947368421052,152.0,1378792.0
490,40,4,31548,4,4,4,12,Loyal Customer,7887.0,0.0081799591002045,0.025,40.0,1261920.0
491,2,6,13807,5,5,3,13,VIP Customer,2301.1666666666665,0.012269938650306749,0.5,2.0,27614.0
492,41,5,19326,4,4,4,12,Loyal Customer,3865.2,0.010224948875255624,0.024390243902439025,41.0,792366.0
493,241,4,18142,1,4,4,9,Potential Customer,4535.5,0.0081799591002045,0.004149377593360996,241.0,4372222.0
